anchor_cell	prox_cell	distance	angle	idx_bin	idx	anchor_cell_ct	prox_cell_ct	sample
TMA1_bdinlgfj-1	TMA1_adpmjjhl-1	41.240461680829	307.113841654839	6	1	Tumor1	Tumor1	UPN248-A2
TMA1_bebkafcl-1	TMA1_adpmjjhl-1	65.028598553995	140.119817969691	3	1	Tumor1	Tumor1	UPN248-A2
TMA1_bebkafpf-1	TMA1_adpmjjhl-1	54.9690758471566	142.452726383196	3	1	Tumor2	Tumor1	UPN248-A2
TMA1_bekicapm-1	TMA1_adpophne-1	83.9404795026251	297.173490669112	6	1	Tumor2	Tumor1	UPN248-A2
TMA1_bekjmkfo-1	TMA1_adpophne-1	95.8476975532577	344.862513204577	7	1	Tumor1	Tumor1	UPN248-A2
TMA1_bekljjdl-1	TMA1_adpophne-1	83.9061604327962	171.83345978501	3	1	Tumor1	Tumor1	UPN248-A2
TMA1_bekljnnj-1	TMA1_adpophne-1	55.807756656508	200.482498866503	4	1	Tumor2	Tumor1	UPN248-A2
TMA1_bemaoeac-1	TMA1_adpophne-1	78.3366181811111	36.4656038525015	0	1	Tumor2	Tumor1	UPN248-A2
TMA1_bemkkhle-1	TMA1_adpophne-1	75.5429130628753	132.283336049749	2	1	Tumor1	Tumor1	UPN248-A2
TMA1_nnpkhalm-1	TMA1_adpophne-1	73.702259104832	21.7897437842413	0	1	F3	Tumor1	UPN248-A2
TMA1_adpikmlo-1	TMA1_adppiojf-1	43.1187385353375	0.402273932321521	0	1	L2	L3	UPN248-A2
TMA1_bekjmkfo-1	TMA1_adppiojf-1	67.5108805968979	259.223737122491	5	1	Tumor1	L3	UPN248-A2
TMA1_bemaoeac-1	TMA1_adppiojf-1	42.4732965363034	172.875780222385	3	1	Tumor2	L3	UPN248-A2
TMA1_bemedmia-1	TMA1_adppiojf-1	31.1381128114177	101.901545131376	2	1	Tumor4	L3	UPN248-A2
TMA1_nnpkhalm-1	TMA1_adppiojf-1	39.2635014375692	200.784194855031	4	1	F3	L3	UPN248-A2
TMA1_beokdelb-1	TMA1_aeaacgfn-1	66.0846201794348	322.860156754427	7	1	Tumor1	Olig1	UPN248-A2
TMA1_bepcekoj-1	TMA1_aeaacgfn-1	17.5373376775586	118.399562079088	2	1	Olig1	Olig1	UPN248-A2
TMA1_bepcllfe-1	TMA1_aeaacgfn-1	44.4249095437112	65.8481170736409	1	1	L1	Olig1	UPN248-A2
TMA1_beoechmd-1	TMA1_aeaaefgk-1	44.7688838553128	23.8206784325977	0	1	Tumor2	Tumor2	UPN248-A2
TMA1_bepbnjhn-1	TMA1_aeaaefgk-1	34.9273693055186	149.103966183724	3	1	M2	Tumor2	UPN248-A2
TMA1_bepcllfe-1	TMA1_aeaaefgk-1	76.4487681282746	204.941019245241	4	1	L1	Tumor2	UPN248-A2
TMA1_bfckmoap-1	TMA1_aeaejkak-1	74.8900803281141	289.100491211946	6	1	Tumor1	Tumor2	UPN248-A2
TMA1_bfcknabo-1	TMA1_aeaejkak-1	81.4605804418888	284.800500899876	6	1	Tumor2	Tumor2	UPN248-A2
TMA1_bfcogiaa-1	TMA1_aeaejkak-1	56.7182839872326	324.903654202002	7	1	F3	Tumor2	UPN248-A2
TMA1_bfdcddpb-1	TMA1_aeaejkak-1	13.6434648453633	159.608173240203	3	1	M1	Tumor2	UPN248-A2
TMA1_bfennhao-1	TMA1_aeaejkak-1	82.4585699008072	93.7478024242791	2	1	M1	Tumor2	UPN248-A2
TMA1_bfeonbdc-1	TMA1_aeaejkak-1	21.5092937390357	138.977726974417	3	1	Tumor4	Tumor2	UPN248-A2
TMA1_ahohffaf-1	TMA1_aeagojcj-1	94.7973689124893	293.114103715409	6	1	F3	M6	UPN248-A2
TMA1_bhjmdnaj-1	TMA1_aeahhboj-1	11.3806414978582	288.685844729737	6	1	Tumor2	Tumor1	UPN248-A2
TMA1_bhkdobeh-1	TMA1_aeahhboj-1	79.1352148663966	88.0913068973152	1	1	Tumor5	Tumor1	UPN248-A2
TMA1_bhgfdpck-1	TMA1_aeahippk-1	15.5032731280395	77.449368273567	1	1	Tumor1	Tumor4	UPN248-A2
TMA1_bhgfegfm-1	TMA1_aeahippk-1	29.9620523518884	260.847220514879	5	1	Tumor2	Tumor4	UPN248-A2
TMA1_bhggldio-1	TMA1_aeahippk-1	81.7881399342758	50.8341966679916	1	1	Tumor1	Tumor4	UPN248-A2
TMA1_bhglooji-1	TMA1_aeahippk-1	84.5477439295168	176.013134378581	3	1	Tumor2	Tumor4	UPN248-A2
TMA1_bhdppkkh-1	TMA1_aeakbofe-1	29.0757074391376	229.11639815563	5	1	Tumor1	Tumor1	UPN248-A2
TMA1_bheabggb-1	TMA1_aeakbofe-1	52.0433123677145	184.84489575801	4	1	Tumor4	Tumor1	UPN248-A2
TMA1_bhefonah-1	TMA1_aeakbofe-1	71.001197493204	345.851311338508	7	1	Tumor2	Tumor1	UPN248-A2
TMA1_bhegcgnm-1	TMA1_aeakbofe-1	85.8464916036728	333.946911319883	7	1	F3	Tumor1	UPN248-A2
TMA1_bhmnfgje-1	TMA1_aeakbofe-1	36.0333725785034	119.335718669808	2	1	Tumor1	Tumor1	UPN248-A2
TMA1_ahppgapc-1	TMA1_aealbfjo-1	41.5551382651052	282.600990766708	6	1	M1	Tumor2	UPN248-A2
TMA1_aiafphkp-1	TMA1_aealbfjo-1	60.6261085577269	71.4476900259639	1	1	F3	Tumor2	UPN248-A2
TMA1_aiailpfe-1	TMA1_aealbfjo-1	21.8769099082959	174.130221224164	3	1	Tumor2	Tumor2	UPN248-A2
TMA1_ahokojhn-1	TMA1_aeammppg-1	22.73542076701	49.6211652746648	1	1	Tumor1	Tumor2	UPN248-A2
TMA1_aholbdll-1	TMA1_aeammppg-1	45.5780656872711	21.8754410747279	0	1	Tumor2	Tumor2	UPN248-A2
TMA1_ahomnkem-1	TMA1_aeammppg-1	16.0624691303305	284.127488630248	6	1	Tumor2	Tumor2	UPN248-A2
TMA1_ajbdpefc-1	TMA1_aeanoemk-1	91.2843341143134	314.007412888092	6	1	Tumor4	Tumor1	UPN248-A2
TMA1_ajbiekaf-1	TMA1_aeanoemk-1	11.7248349375382	235.74807143577	5	1	M6	Tumor1	UPN248-A2
TMA1_ajbabifc-1	TMA1_aeanojbj-1	50.8821148655428	208.568794539228	4	1	Tumor2	Tumor2	UPN248-A2
TMA1_ajbdpefc-1	TMA1_aeanojbj-1	84.1013023334347	350.943477065782	7	1	Tumor4	Tumor2	UPN248-A2
TMA1_ajbiekaf-1	TMA1_aeanojbj-1	44.6703418031274	73.0355804464318	1	1	M6	Tumor2	UPN248-A2
TMA1_ahofhipo-1	TMA1_aebaceik-1	59.0537120277019	178.597098170038	3	1	Tumor2	M1	UPN248-A2
TMA1_ahpbbmml-1	TMA1_aebaceik-1	91.9835952491978	264.187917587358	5	1	Tumor2	M1	UPN248-A2
TMA1_bhhmgmgf-1	TMA1_aebaceik-1	75.1248901643283	142.193066761197	3	1	Tumor2	M1	UPN248-A2
TMA1_bfdllbig-1	TMA1_aebccdbj-1	94.940314793076	239.739914525867	5	1	M6	Tumor2	UPN248-A2
TMA1_bfofjjmn-1	TMA1_aebccdbj-1	42.8141351403237	292.376483066958	6	1	Tumor4	Tumor2	UPN248-A2
TMA1_bgaapdki-1	TMA1_aebccdbj-1	73.336043545114	14.1570094915007	0	1	Tumor2	Tumor2	UPN248-A2
TMA1_bgaenkhi-1	TMA1_aebccdbj-1	95.7869730791447	54.6756880177882	1	1	M1	Tumor2	UPN248-A2
TMA1_bgaijekm-1	TMA1_aebccdbj-1	28.6661856120533	143.546197698279	3	1	Tumor1	Tumor2	UPN248-A2
TMA1_bfggabch-1	TMA1_aebdjbai-1	37.5482840716132	297.187165835741	6	1	F1	Tumor2	UPN248-A2
TMA1_bfkggigm-1	TMA1_aebdjbai-1	87.968922538063	355.46274455241	7	1	F1	Tumor2	UPN248-A2
TMA1_aomognja-1	TMA1_aebgcpmd-1	62.2273684193829	229.048380612254	5	1	Tumor5	M1	UPN248-A2
TMA1_aomolfig-1	TMA1_aebgcpmd-1	67.3940259653296	163.41886609916	3	1	M1	M1	UPN248-A2
TMA1_aonhmfpp-1	TMA1_aebgcpmd-1	73.7081372204708	23.0224616728404	0	1	Tumor2	M1	UPN248-A2
TMA1_aonjjnca-1	TMA1_aebgcpmd-1	55.3630665418525	299.87854247913	6	1	Tumor2	M1	UPN248-A2
TMA1_aonldcec-1	TMA1_aebgcpmd-1	72.053991705455	271.905207205247	6	1	Tumor5	M1	UPN248-A2
TMA1_bckommlo-1	TMA1_aebgopmm-1	48.0570946817511	206.327615351869	4	1	Tumor5	Tumor2	UPN248-A2
TMA1_bclkofio-1	TMA1_aebgopmm-1	15.0143505432847	304.942867324189	6	1	Tumor5	Tumor2	UPN248-A2
TMA1_bclpclpj-1	TMA1_aebgopmm-1	38.975604940348	116.329752216484	2	1	Tumor5	Tumor2	UPN248-A2
TMA1_aljfhgeh-1	TMA1_aebieajn-1	77.3510840567504	272.09632145634	6	1	F3	Tumor5	UPN248-A2
TMA1_alkildco-1	TMA1_aebieajn-1	21.6458079001675	316.940603966842	7	1	Tumor4	Tumor5	UPN248-A2
TMA1_alkillhn-1	TMA1_aebieajn-1	11.3186052955591	331.959645462309	7	1	Tumor5	Tumor5	UPN248-A2
TMA1_alffebgo-1	TMA1_aebikpca-1	70.5067104606414	254.10684569911	5	1	M1	M1	UPN248-A2
TMA1_alfkhomn-1	TMA1_aebikpca-1	47.162892960737	133.499675823597	2	1	F3	M1	UPN248-A2
TMA1_aljdinhm-1	TMA1_aebikpca-1	80.6237556808765	244.399768262883	5	1	Tumor2	M1	UPN248-A2
TMA1_alijkdho-1	TMA1_aebkjoob-1	37.9150673784002	220.998023486819	4	1	Olig1	Tumor2	UPN248-A2
TMA1_alijmhij-1	TMA1_aebkjoob-1	18.2364753095381	163.050663959882	3	1	Tumor1	Tumor2	UPN248-A2
TMA1_alioldjg-1	TMA1_aebkjoob-1	29.2481094639893	82.1583677113331	1	1	Tumor1	Tumor2	UPN248-A2
TMA1_alipjecf-1	TMA1_aebkjoob-1	48.4891244762281	345.959103719837	7	1	M1	Tumor2	UPN248-A2
TMA1_allkbkgh-1	TMA1_aebkjoob-1	57.5487931092662	1.59959035092311	0	1	Tumor1	Tumor2	UPN248-A2
TMA1_bfcigagi-1	TMA1_aebmdlgb-1	51.1347851406967	81.4898757894852	1	1	Tumor2	Tumor5	UPN248-A2
TMA1_bfcigijl-1	TMA1_aebmdlgb-1	54.9941577024637	65.680771623061	1	1	Tumor5	Tumor5	UPN248-A2
TMA1_bhiiokjh-1	TMA1_aebmdlgb-1	40.0999039576946	187.907340260724	4	1	Tumor1	Tumor5	UPN248-A2
TMA1_bhpblfcb-1	TMA1_aebnollh-1	49.7298123082487	273.248537325932	6	1	Tumor1	F1	UPN248-A2
TMA1_bhpeoaop-1	TMA1_aebnollh-1	95.6546836023658	177.568230710954	3	1	Tumor2	F1	UPN248-A2
TMA1_bhedffgf-1	TMA1_aeboadcm-1	85.7828780638387	281.111457601403	6	1	Tumor1	F3	UPN248-A2
TMA1_bhedllol-1	TMA1_aeboadcm-1	70.5493618390857	285.845313047373	6	1	F3	F3	UPN248-A2
TMA1_bhegcgnm-1	TMA1_aeboadcm-1	91.9612116846436	91.7866703439029	2	1	F3	F3	UPN248-A2
TMA1_bhehdndo-1	TMA1_aeboadcm-1	37.0111281828454	122.573154734548	2	1	Tumor1	F3	UPN248-A2
TMA1_bhehebmi-1	TMA1_aeboadcm-1	30.7445985897972	109.345014318316	2	1	Tumor2	F3	UPN248-A2
TMA1_bheooflh-1	TMA1_aeboadcm-1	48.8893143703205	338.396053061156	7	1	Tumor1	F3	UPN248-A2
TMA1_ahlgjbgi-1	TMA1_aecggplc-1	87.7257960683127	227.318088036851	5	1	M6	M6	UPN248-A2
TMA1_aidncace-1	TMA1_aecggplc-1	44.8668606461173	324.514738292335	7	1	Tumor2	M6	UPN248-A2
TMA1_aidnjdia-1	TMA1_aecggplc-1	89.7915704640454	111.235252192275	2	1	L1	M6	UPN248-A2
TMA1_aidpkjpp-1	TMA1_aecggplc-1	53.826345806899	255.94881855882	5	1	Tumor2	M6	UPN248-A2
TMA1_bhgcicpl-1	TMA1_aecgpdng-1	75.7895204102403	92.4932688332207	2	1	Tumor1	Tumor2	UPN248-A2
TMA1_aicephie-1	TMA1_aechfmpf-1	66.8349107856302	96.1034929835914	2	1	Tumor2	F3	UPN248-A2
TMA1_aicnjnne-1	TMA1_aechfmpf-1	87.46658303303	334.347921346895	7	1	Tumor1	F3	UPN248-A2
TMA1_aicnjodf-1	TMA1_aechfmpf-1	93.9300210232633	338.023954707511	7	1	Tumor2	F3	UPN248-A2
TMA1_aibijiea-1	TMA1_aechlbko-1	92.5529235489382	258.082714416439	5	1	Tumor5	M1	UPN248-A2
TMA1_aidmdjlg-1	TMA1_aechlbko-1	61.7487022607952	43.0462143137353	0	1	M1	M1	UPN248-A2
TMA1_aiebeimh-1	TMA1_aechlbko-1	59.8268243843071	248.445551679635	5	1	Tumor2	M1	UPN248-A2
TMA1_ahlfgndc-1	TMA1_aecidgmc-1	12.9387340901524	326.786094456807	7	1	Tumor5	Tumor2	UPN248-A2
TMA1_aecolmoe-1	TMA1_aecodjkk-1	63.0762476609822	292.628189738406	6	1	Tumor1	M2	UPN248-A2
TMA1_cmniponn-1	TMA1_aecodjkk-1	67.8206874492973	283.309679400198	6	1	Tumor1	M2	UPN248-A2
TMA1_cmodeppl-1	TMA1_aecodjkk-1	24.6548954164913	23.3811113045184	0	1	Tumor2	M2	UPN248-A2
TMA1_cmoehebb-1	TMA1_aecodjkk-1	25.8113601700767	122.308008050092	2	1	Tumor1	M2	UPN248-A2
TMA1_cnhcnenb-1	TMA1_aecodjkk-1	83.3683597903032	221.204645211309	4	1	M2	M2	UPN248-A2
TMA1_cnhdlkeo-1	TMA1_aecodjkk-1	55.9685762148171	207.415891698094	4	1	Tumor1	M2	UPN248-A2
TMA1_cnhdoanh-1	TMA1_aecodjkk-1	58.9079823125405	213.292010943681	4	1	Tumor2	M2	UPN248-A2
TMA1_aecodjkk-1	TMA1_aecolmoe-1	63.0762476609822	112.628189738406	2	1	M2	Tumor1	UPN248-A2
TMA1_cmmgkiog-1	TMA1_aecolmoe-1	92.9062256362324	70.6864772052807	1	1	Tumor1	Tumor1	UPN248-A2
TMA1_cmmogidd-1	TMA1_aecolmoe-1	88.1715989785384	311.981835254541	6	1	Tumor1	Tumor1	UPN248-A2
TMA1_cmniponn-1	TMA1_aecolmoe-1	11.6368391396351	221.945397288176	4	1	Tumor1	Tumor1	UPN248-A2
TMA1_cmodeppl-1	TMA1_aecolmoe-1	68.0246112214446	91.3799429231885	2	1	Tumor2	Tumor1	UPN248-A2
TMA1_apmkknkk-1	TMA1_aeconhdh-1	45.1467503596975	353.428165289431	7	1	M1	Tumor2	UPN248-A2
TMA1_apmldplp-1	TMA1_aeconhdh-1	66.6034183796251	331.813211241522	7	1	Tumor2	Tumor2	UPN248-A2
TMA1_apnmpnmf-1	TMA1_aeconhdh-1	98.9993184685127	235.911225307589	5	1	Tumor1	Tumor2	UPN248-A2
TMA1_apoifehf-1	TMA1_aeconhdh-1	46.3364967668762	311.406754922243	6	1	Tumor1	Tumor2	UPN248-A2
TMA1_apokcdkk-1	TMA1_aeconhdh-1	84.0405659886424	105.531523831694	2	1	M1	Tumor2	UPN248-A2
TMA1_apopkilc-1	TMA1_aeconhdh-1	66.4993780598203	258.173982083056	5	1	M1	Tumor2	UPN248-A2
TMA1_aedfahkj-1	TMA1_aedfacnd-1	61.2620867889797	88.2168790187337	1	1	Tumor2	Tumor1	UPN248-A2
TMA1_amceneie-1	TMA1_aedfacnd-1	8.9110420318578	224.462756808836	4	1	Tumor1	Tumor1	UPN248-A2
TMA1_andaanab-1	TMA1_aedfacnd-1	86.8810075795885	320.688729648397	7	1	Olig1	Tumor1	UPN248-A2
TMA1_andaapim-1	TMA1_aedfacnd-1	44.0623562966026	52.5835474355307	1	1	Tumor1	Tumor1	UPN248-A2
TMA1_amcepdkb-1	TMA1_aedfahkj-1	67.4212664014239	71.4916998963978	1	1	Tumor4	Tumor2	UPN248-A2
TMA1_amckbeif-1	TMA1_aedfahkj-1	81.3950087786897	173.788993852859	3	1	Olig2	Tumor2	UPN248-A2
TMA1_amckbpfh-1	TMA1_aedfahkj-1	77.4814248866712	166.255376145013	3	1	Tumor1	Tumor2	UPN248-A2
TMA1_andaapim-1	TMA1_aedfahkj-1	36.1479371454432	313.464202918342	6	1	Tumor1	Tumor2	UPN248-A2
TMA1_amnclgap-1	TMA1_aedilbjp-1	16.148537992138	143.096146429029	3	1	F3	M1	UPN248-A2
TMA1_amnigcka-1	TMA1_aedilbjp-1	45.0728458374304	35.0770401786018	0	1	Tumor2	M1	UPN248-A2
TMA1_amnigieo-1	TMA1_aedilbjp-1	32.3284157647267	30.1637160515508	0	1	Tumor4	M1	UPN248-A2
TMA1_aeembnop-1	TMA1_aedjckki-1	93.9619787635367	115.75691032462	2	1	M2	Tumor2	UPN248-A2
TMA1_ajpgfimi-1	TMA1_aedjckki-1	37.5347855813927	333.926282513973	7	1	Tumor1	Tumor2	UPN248-A2
TMA1_ajpiehjm-1	TMA1_aedjckki-1	26.8651377524688	260.75424580199	5	1	Tumor1	Tumor2	UPN248-A2
TMA1_akalhiei-1	TMA1_aedjckki-1	94.7312023997541	181.141505108841	4	1	Tumor1	Tumor2	UPN248-A2
TMA1_akclkjlm-1	TMA1_aedjckki-1	64.8781744046196	235.363154963601	5	1	M1	Tumor2	UPN248-A2
TMA1_akddncch-1	TMA1_aedjckki-1	84.4609198996745	88.1417743496424	1	1	M4	Tumor2	UPN248-A2
TMA1_akfkfoag-1	TMA1_aedjckki-1	94.2648429376581	32.7018445362534	0	1	Tumor1	Tumor2	UPN248-A2
TMA1_aedjckki-1	TMA1_aeembnop-1	93.9619787635367	295.75691032462	6	1	Tumor2	M2	UPN248-A2
TMA1_akajnobb-1	TMA1_aeembnop-1	90.4444156894539	155.023769068014	3	1	Tumor2	M2	UPN248-A2
TMA1_akcmhjhd-1	TMA1_aeembnop-1	86.7846962488657	109.942730525312	2	1	Tumor2	M2	UPN248-A2
TMA1_akdbejcp-1	TMA1_aeembnop-1	73.1218403337368	44.8790687854498	0	1	M5	M2	UPN248-A2
TMA1_akdcjddm-1	TMA1_aeembnop-1	80.9996774528698	59.2029869798602	1	1	M5	M2	UPN248-A2
TMA1_akddncch-1	TMA1_aeembnop-1	43.5708183873442	359.723899559723	7	1	M4	M2	UPN248-A2
TMA1_amcplacj-1	TMA1_aeemlpal-1	90.106097132155	221.880811059723	4	1	Tumor1	Tumor2	UPN248-A2
TMA1_amdamnpd-1	TMA1_aeemlpal-1	45.5549080290058	170.494617623936	3	1	Tumor1	Tumor2	UPN248-A2
TMA1_amdldfnd-1	TMA1_aeemlpal-1	98.0589795243497	282.698079194841	6	1	Tumor4	Tumor2	UPN248-A2
TMA1_amedhgeg-1	TMA1_aeemlpal-1	84.5096609487042	322.842158673184	7	1	F3	Tumor2	UPN248-A2
TMA1_ameeempm-1	TMA1_aeemlpal-1	41.4039995409629	27.7889723152756	0	1	Tumor2	Tumor2	UPN248-A2
TMA1_amegfmld-1	TMA1_aeemlpal-1	51.4677587620999	344.617590394377	7	1	Tumor1	Tumor2	UPN248-A2
TMA1_cmhlekbe-1	TMA1_aeemlpal-1	85.7755842634252	150.190835678094	3	1	Tumor1	Tumor2	UPN248-A2
TMA1_akbajgac-1	TMA1_aeencfhl-1	96.1045284584182	275.590210459728	6	1	Tumor2	F3	UPN248-A2
TMA1_akbbkjdd-1	TMA1_aeencfhl-1	12.5512530430803	10.9143191127627	0	1	Tumor2	F3	UPN248-A2
TMA1_akbcmpef-1	TMA1_aeencfhl-1	29.6273795874311	294.380419691055	6	1	Tumor1	F3	UPN248-A2
TMA1_dhomimcl-1	TMA1_aeencfhl-1	55.3837399485116	97.7231917292297	2	1	Tumor1	F3	UPN248-A2
TMA1_aeeofcln-1	TMA1_aeeoeemc-1	25.4562700177401	345.806760278563	7	1	Tumor2	Tumor1	UPN248-A2
TMA1_dhmjnigb-1	TMA1_aeeoeemc-1	72.7820818220065	193.654287828739	4	1	M9	Tumor1	UPN248-A2
TMA1_dhmmefin-1	TMA1_aeeoeemc-1	94.3189894400862	184.074775569008	4	1	Tumor2	Tumor1	UPN248-A2
TMA1_dhodedhh-1	TMA1_aeeoeemc-1	80.1657438504314	231.388480466436	5	1	Tumor2	Tumor1	UPN248-A2
TMA1_aeeoeemc-1	TMA1_aeeofcln-1	25.4562700177401	165.806760278563	3	1	Tumor1	Tumor2	UPN248-A2
TMA1_dhmhamnd-1	TMA1_aeeofcln-1	67.1898016424497	74.4205917652774	1	1	M5	Tumor2	UPN248-A2
TMA1_dhnlhcak-1	TMA1_aeeofcln-1	41.1180174792913	286.547658796554	6	1	Tumor2	Tumor2	UPN248-A2
TMA1_dhoaelnm-1	TMA1_aeeofcln-1	70.3164558230341	270.068034926475	6	1	Tumor2	Tumor2	UPN248-A2
TMA1_dhoemikn-1	TMA1_aeeofcln-1	94.4396011578274	359.438030390727	7	1	Tumor2	Tumor2	UPN248-A2
TMA1_babdijpk-1	TMA1_aefalhgp-1	63.5724155640254	60.1381991743622	1	1	Tumor1	M4	UPN248-A2
TMA1_babfdfhi-1	TMA1_aefalhgp-1	87.229639869453	76.8164834460924	1	1	Tumor1	M4	UPN248-A2
TMA1_babffpam-1	TMA1_aefalhgp-1	82.5222028795054	68.2464355083945	1	1	Tumor2	M4	UPN248-A2
TMA1_babgfjmh-1	TMA1_aefalhgp-1	53.6008427945108	175.128603058757	3	1	M4	M4	UPN248-A2
TMA1_babhgojl-1	TMA1_aefalhgp-1	93.0974151156197	143.725838802038	3	1	M2	M4	UPN248-A2
TMA1_baboodgp-1	TMA1_aefalhgp-1	64.2087283220299	39.5316554458553	0	1	M2	M4	UPN248-A2
TMA1_bacenofi-1	TMA1_aefalhgp-1	65.2950576489158	342.140087179863	7	1	M5	M4	UPN248-A2
TMA1_bacjapnp-1	TMA1_aefalhgp-1	38.1613768117721	316.760198887639	7	1	Tumor1	M4	UPN248-A2
TMA1_baclpedd-1	TMA1_aefalhgp-1	57.349999942131	254.349034931968	5	1	Tumor1	M4	UPN248-A2
TMA1_bacojbnf-1	TMA1_aefalhgp-1	73.9993567712639	227.887062465983	5	1	Tumor1	M4	UPN248-A2
TMA1_aefcjjna-1	TMA1_aefccaep-1	43.929213579482	49.5535057888557	1	1	M4	B1	UPN248-A2
TMA1_aefhpppf-1	TMA1_aefccaep-1	84.6003805506491	215.276695035303	4	1	L1	B1	UPN248-A2
TMA1_dhadjmjo-1	TMA1_aefccaep-1	57.2461308937642	250.989990723758	5	1	Tumor2	B1	UPN248-A2
TMA1_dhainibh-1	TMA1_aefccaep-1	39.9007462579929	106.412410782867	2	1	M9	B1	UPN248-A2
TMA1_dhjhnpib-1	TMA1_aefccaep-1	75.3273036384232	20.3955142961659	0	1	F3	B1	UPN248-A2
TMA1_dhmaihel-1	TMA1_aefccaep-1	44.497236157965	319.439963110017	7	1	Tumor2	B1	UPN248-A2
TMA1_npailmmm-1	TMA1_aefccaep-1	42.3105000427548	156.573066633122	3	1	M1	B1	UPN248-A2
TMA1_aefccaep-1	TMA1_aefcjjna-1	43.929213579482	229.553505788856	5	1	B1	M4	UPN248-A2
TMA1_dhainibh-1	TMA1_aefcjjna-1	40.0663860804851	173.055647331797	3	1	M9	M4	UPN248-A2
TMA1_dhaipmpm-1	TMA1_aefcjjna-1	68.4270958956818	137.010821019985	3	1	Tumor1	M4	UPN248-A2
TMA1_dhajbeje-1	TMA1_aefcjjna-1	59.9900377605979	139.053828776431	3	1	Tumor3	M4	UPN248-A2
TMA1_dhjhnpib-1	TMA1_aefcjjna-1	42.7140917997451	350.324047263191	7	1	F3	M4	UPN248-A2
TMA1_dhjjhmoo-1	TMA1_aefcjjna-1	85.4070556203432	69.1716338953693	1	1	M3	M4	UPN248-A2
TMA1_dhkcophl-1	TMA1_aefcjjna-1	92.8045598509381	39.8389964730839	0	1	Tumor3	M4	UPN248-A2
TMA1_dhlpbjai-1	TMA1_aefcjjna-1	91.6628691009473	318.157479638348	7	1	F3	M4	UPN248-A2
TMA1_dhmaihel-1	TMA1_aefcjjna-1	62.5901523609382	274.864050117383	6	1	Tumor2	M4	UPN248-A2
TMA1_dhfddehe-1	TMA1_aefegbfj-1	89.2245033453417	1.06864462869737	0	1	M4	Tumor1	UPN248-A2
TMA1_dhjlenpj-1	TMA1_aefegbfj-1	17.3394705295465	175.802877860194	3	1	Tumor2	Tumor1	UPN248-A2
TMA1_aefccaep-1	TMA1_aefhpppf-1	84.6003805506491	35.2766950353034	0	1	B1	L1	UPN248-A2
TMA1_cmjhcdje-1	TMA1_aefhpppf-1	87.5544430771949	194.941379288136	4	1	M3	L1	UPN248-A2
TMA1_dgpcofnh-1	TMA1_aefhpppf-1	83.225175651727	91.0955918332486	2	1	L1	L1	UPN248-A2
TMA1_dgpgjpco-1	TMA1_aefhpppf-1	75.3068364732441	254.674470140673	5	1	Tumor1	L1	UPN248-A2
TMA1_dhadjmjo-1	TMA1_aefhpppf-1	50.6926274134527	354.038281958538	7	1	Tumor2	L1	UPN248-A2
TMA1_npailmmm-1	TMA1_aefhpppf-1	72.3088450336526	65.2762831134027	1	1	M1	L1	UPN248-A2
TMA1_dhadjmjo-1	TMA1_aefilhkf-1	84.1546005741817	120.157392334814	2	1	Tumor2	M4	UPN248-A2
TMA1_dhlljlgc-1	TMA1_aefilhkf-1	55.8822138458402	354.590140190452	7	1	Tumor1	M4	UPN248-A2
TMA1_dhmaihel-1	TMA1_aefilhkf-1	98.481178912097	84.0694895509457	1	1	Tumor2	M4	UPN248-A2
TMA1_dhmnlkml-1	TMA1_aefilhkf-1	43.7818578668364	331.431307269126	7	1	Tumor1	M4	UPN248-A2
TMA1_dhmpdkcg-1	TMA1_aefilhkf-1	46.9945670751767	217.923541154734	4	1	Tumor1	M4	UPN248-A2
TMA1_aeflnldj-1	TMA1_aefjnkgj-1	53.1250259511548	164.001292324304	3	1	M2	L1	UPN248-A2
TMA1_cmjfjmho-1	TMA1_aefjnkgj-1	62.4909683511119	20.3752721172716	0	1	Olig1	L1	UPN248-A2
TMA1_cmjmlcif-1	TMA1_aefjnkgj-1	12.8580890536308	261.843742918955	5	1	Tumor2	L1	UPN248-A2
TMA1_aefjnkgj-1	TMA1_aeflnldj-1	53.1250259511548	344.001292324304	7	1	L1	M2	UPN248-A2
TMA1_cmipghdj-1	TMA1_aeflnldj-1	58.3999833045937	293.708514076573	6	1	Tumor1	M2	UPN248-A2
TMA1_cmjmlcif-1	TMA1_aeflnldj-1	56.3383752139141	330.934013144687	7	1	Tumor2	M2	UPN248-A2
TMA1_cmkkpipi-1	TMA1_aeflnldj-1	97.7827582534062	219.498351922406	4	1	M5	M2	UPN248-A2
TMA1_cnifnmcp-1	TMA1_aefnohpd-1	50.91570917756	65.4992707516648	1	1	M3	Tumor2	UPN248-A2
TMA1_cnjkkhol-1	TMA1_aefnohpd-1	20.1781635144631	135.726973957498	3	1	Tumor1	Tumor2	UPN248-A2
TMA1_cnjkogco-1	TMA1_aefnohpd-1	32.5043345275177	231.016778798759	5	1	Tumor3	Tumor2	UPN248-A2
TMA1_cnjlllej-1	TMA1_aefnohpd-1	37.1494917574563	95.7900981737509	2	1	M3	Tumor2	UPN248-A2
TMA1_cnjmbibd-1	TMA1_aefnohpd-1	25.2262508967327	352.087512733767	7	1	Tumor1	Tumor2	UPN248-A2
