p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000448102778322976	-1.06634234920385	0.1	0.3	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000213296922481736	24	GFAP
0	-1.10263616918736	0.118	0.335	0	24	CDK4
0	-1.128387787902	0.196	0.456	0	24	MDM2
0	3.38516910760243	0.668	0.17	0	22	THAP2
0	3.36250423556949	0.373	0.071	0	22	LYZ
0	1.29204010489247	0.711	0.435	0	22	MDM2
0	1.13683772435815	0.481	0.321	0	22	CDK4
0	0.66440211585631	0.566	0.594	0	22	IFI6
0	-0.567532709980075	0.081	0.249	0	22	PCNA
0	-0.877739214130339	0.071	0.324	0	22	DST
0	-0.924099732597857	0.038	0.204	0	22	ACTG2
0	-1.16080166787372	0.045	0.217	0	22	MEST
0	-1.1816297100913	0.04	0.257	0	22	CD47
0	-1.31226764717602	0.047	0.265	0	22	PDPN
0	-1.36411453334709	0.049	0.252	0	22	CD44
0	-1.39569563828869	0.081	0.428	0	22	LDHA
0	-1.48614421571275	0.033	0.242	0	22	TP53
0	-1.60701752928515	0.026	0.21	0	22	CAVIN1
0	-1.74606153883561	0.029	0.258	0	22	TCF4
0	-1.78666933390385	0.038	0.332	0	22	STAT3
0	-1.7914998900321	0.051	0.264	0	22	SPP1
0	-1.79626486789651	0.052	0.373	0	22	PGK1
0	-1.83065917034684	0.075	0.312	0	22	GFAP
0	-1.86071590208546	0.027	0.25	0	22	RHOB
0	-1.91401741104823	0.027	0.208	0	22	MX1
0	-1.9265342479729	0.042	0.361	0	22	CTSB
0	-1.95952310190591	0.032	0.229	0	22	HLA-DRA
0	-1.99640071172653	0.074	0.455	0	22	SOX2
0	-2.04870248314859	0.029	0.223	0	22	TGFBI
0	-2.12686393523621	0.031	0.293	0	22	CDH2
0	-2.16430208942682	0.071	0.381	0	22	FN1
0	-2.22977405191257	0.063	0.507	0	22	CD63
0	-2.27712269480677	0.056	0.48	0	22	ENO1
0	6.32907394567103	0.224	0.008	0	12	PCSK2
0	6.28500773102077	0.299	0.012	0	12	SNCA
0	6.0764725957663	0.245	0.013	0	12	SYN1
0.0000000000000000000000000000000000000000000000000000000000000000000277913574072161	1.01602392052732	0.239	0.201	0.0000000000000000000000000000000000000000000000000000000000000000132286861258349	12	THAP2
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000793562070710048	0.535886010988254	0.584	0.593	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000377735545657983	12	IFI6
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000541693737238475	-0.530852706479225	0.1	0.255	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000257846218925514	12	PDPN
0	-0.550064111086106	0.134	0.324	0	12	ITGB1
0	-0.564751795177993	0.131	0.3	0	12	CD74
0	-0.602447508728436	0.063	0.21	0	12	MIF
0	-0.61161487763563	0.106	0.319	0	12	STAT3
0	-0.613048919455543	0.203	0.486	0	12	CD63
0	-0.619470099787018	0.076	0.247	0	12	CD47
0	-0.656595024141991	0.108	0.284	0	12	VCAN
0	-0.662914553134785	0.108	0.328	0	12	P4HB
0	-0.696177221309542	0.18	0.392	0	12	IGFBP2
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000337817031638452	-0.715168014449529	0.158	0.301	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000160800907059903	12	GFAP
0	-0.748871035859638	0.106	0.274	0	12	TNC
0	-0.79127218525089	0.057	0.202	0	12	CAVIN1
0	-0.871973828149837	0.074	0.24	0	12	RHOB
0	-1.02076340968172	0.057	0.209	0	12	TIMP1
0	-1.09228876827201	0.275	0.553	0	12	VEGFA
0	-1.14752384410127	0.071	0.244	0	12	CD44
0	-1.16077883784538	0.059	0.2	0	12	MX1
0	-1.49436298954304	0.131	0.367	0	12	FN1
0	-1.53519204879796	0.068	0.221	0	12	IGFBP3
0	-1.87408078398603	0.037	0.215	0	12	TGFBI
0	4.91280031867278	0.494	0.043	0	8	ACTA2
0	4.62984341618969	0.556	0.05	0	8	PDGFRB
0	3.01260455611061	0.491	0.14	0	8	THY1
0	3.00770997278376	0.802	0.35	0	8	FN1
0	2.82518103755222	0.208	0.054	0	8	CXCL9
0	2.60820742026165	0.368	0.081	0	8	MYLK
0	2.19202988707921	0.203	0.035	0	8	ITGA4
0	2.11499147177151	0.268	0.069	0	8	APOLD1
0	2.03013503547362	0.438	0.155	0	8	COL5A2
0	1.87594270931056	0.204	0.045	0	8	ANGPT2
0	1.86202435262385	0.265	0.067	0	8	TFPI
0	1.78537772074184	0.422	0.2	0	8	TIMP1
0	1.66187302944458	0.592	0.148	0	8	COL1A1
0	1.63784920057554	0.62	0.311	0	8	ITGB1
0	1.5618181635555	0.324	0.12	0	8	FBN1
0	1.09816132181601	0.235	0.121	0	8	TGFB1
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000602984991336546	0.97836795671988	0.311	0.195	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000287020855876196	8	CAVIN1
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000652839793083332	0.975968641008111	0.281	0.167	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000310751741507666	8	JAK1
0	0.878142414494407	0.285	0.163	0	8	NRP1
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000620210447194016	0.780965251458851	0.333	0.207	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000295220172864352	8	TGFBI
0.0000000000000000000000000000000000000000000000000000000490187842572858	0.665125857801646	0.239	0.192	0.0000000000000000000000000000000000000000000000000000233329413064681	8	ACTG2
0.0000000000000000000000000000000521153893771817	-0.512603922158636	0.189	0.229	0.0000000000000000000000000000248069253435385	8	TP53
0.00000000000000000000000000000000000000000000000000000000000000000378542080456393	-0.669330874416581	0.185	0.245	0.00000000000000000000000000000000000000000000000000000000000000180186030297243	8	TCF4
0	-0.709254248073887	0.458	0.596	0	8	IFI6
